age,study_hours_per_day,social_media_hours,netflix_hours,attendance_percentage,sleep_hours,diet_quality,exercise_frequency,internet_quality,mental_health_rating,result,sleep_study_interaction,social_mental_interaction,study_mental_interaction,sleep_study_ratio,study_social_ratio
21,4.8,1.8,2.7,77.8,6.6,1,6,1,5,3,31.679999999999996,9.0,24.0,0.5789473684210527,0.7272727272727273
23,2.8,2.4,0.7,78.6,8.2,1,0,2,5,2,22.959999999999997,12.0,14.0,0.7454545454545454,0.5384615384615385
24,3.7,1.7,2.3,57.6,6.2,2,0,1,7,2,22.94,11.9,25.900000000000002,0.6262626262626263,0.6851851851851851
23,5.9,4.6,0.9,96.9,5.4,2,4,1,10,3,31.860000000000003,46.0,59.0,0.4778761061946903,0.5619047619047619
21,4.8,2.1,1.9,100.0,6.8,1,1,2,8,3,32.64,16.8,38.4,0.5862068965517241,0.6956521739130435
22,3.1,4.7,0.4,79.5,6.2,2,4,2,9,2,19.220000000000002,42.300000000000004,27.900000000000002,0.6666666666666666,0.3974358974358974
21,2.2,3.5,0.0,82.5,5.1,0,0,1,7,1,11.22,24.5,15.400000000000002,0.6986301369863014,0.3859649122807018
23,0.3,3.1,1.4,77.5,8.3,2,3,2,5,0,2.49,15.5,1.5,0.9651162790697674,0.08823529411764706
19,2.4,2.9,1.7,88.8,5.8,1,1,1,9,2,13.92,26.099999999999998,21.599999999999998,0.7073170731707318,0.4528301886792453
20,3.2,3.0,1.4,96.2,4.3,2,3,2,8,2,13.76,24.0,25.6,0.5733333333333334,0.5161290322580645
18,2.0,0.2,0.5,67.6,8.1,2,4,1,10,2,16.2,2.0,20.0,0.801980198019802,0.9090909090909091
24,3.3,2.2,1.4,89.1,5.9,2,2,2,9,2,19.47,19.8,29.7,0.641304347826087,0.6
19,3.6,3.5,2.1,82.2,5.8,2,3,0,10,2,20.88,35.0,36.0,0.6170212765957447,0.5070422535211268
21,3.2,2.4,1.8,86.1,4.4,1,4,1,8,2,14.080000000000002,19.2,25.6,0.5789473684210527,0.5714285714285715
22,2.5,0.8,2.0,89.6,8.6,1,4,2,6,2,21.5,4.800000000000001,15.0,0.7747747747747747,0.7575757575757576
17,3.8,2.4,1.1,83.1,5.0,1,4,2,4,2,19.0,9.6,15.2,0.5681818181818181,0.6129032258064516
21,4.2,4.5,3.1,84.0,6.6,2,2,1,9,2,27.72,40.5,37.800000000000004,0.611111111111111,0.48275862068965525
22,1.9,4.0,0.5,82.9,7.6,2,2,1,9,1,14.44,36.0,17.099999999999998,0.7999999999999999,0.3220338983050847
20,5.6,2.4,2.3,94.7,7.0,1,6,1,10,3,39.199999999999996,24.0,56.0,0.5555555555555556,0.7
21,3.4,3.6,3.1,89.2,6.4,2,2,2,10,2,21.76,36.0,34.0,0.6530612244897959,0.4857142857142857
23,3.5,2.1,2.3,87.2,4.5,2,1,2,9,2,15.75,18.900000000000002,31.5,0.5625,0.625
17,4.6,0.5,1.6,72.3,5.5,2,2,2,10,3,25.299999999999997,5.0,46.0,0.5445544554455446,0.9019607843137255
22,3.8,1.4,1.2,81.2,6.7,2,2,1,3,2,25.46,4.199999999999999,11.399999999999999,0.6380952380952382,0.7307692307692308
22,4.9,4.4,2.9,94.0,5.6,1,2,2,3,2,27.44,13.200000000000001,14.700000000000001,0.5333333333333333,0.5268817204301075
22,3.9,2.2,0.2,85.4,6.7,0,3,1,6,3,26.13,13.200000000000001,23.4,0.6320754716981133,0.639344262295082
20,2.6,2.2,0.7,91.6,7.3,0,2,0,6,2,18.98,13.200000000000001,15.600000000000001,0.7373737373737373,0.5416666666666666
21,4.0,2.1,1.4,100.0,7.7,1,1,2,6,3,30.8,12.600000000000001,24.0,0.6581196581196582,0.6557377049180328
20,1.8,4.8,3.2,95.4,5.0,2,4,2,5,0,9.0,24.0,9.0,0.7352941176470589,0.27272727272727276
24,3.7,4.5,2.2,85.9,9.1,2,3,2,5,2,33.67,22.5,18.5,0.7109374999999999,0.451219512195122
18,3.5,5.2,0.7,79.9,7.4,2,0,2,2,1,25.900000000000002,10.4,7.0,0.6788990825688074,0.40229885057471265
18,3.2,2.3,1.5,59.5,6.5,2,2,2,7,2,20.8,16.099999999999998,22.400000000000002,0.6701030927835052,0.5818181818181819
24,3.3,2.9,1.1,83.3,7.8,0,6,2,4,2,25.74,11.6,13.2,0.7027027027027027,0.5322580645161291
21,0.7,0.7,1.0,81.7,9.3,0,6,1,3,1,6.51,2.0999999999999996,2.0999999999999996,0.93,0.5
23,2.7,4.3,2.9,88.9,4.8,0,4,1,8,1,12.96,34.4,21.6,0.64,0.38571428571428573
20,3.6,1.1,0.3,83.5,6.2,1,4,2,4,2,22.32,4.4,14.4,0.6326530612244897,0.7659574468085106
17,3.7,2.8,3.6,81.8,3.6,1,3,2,4,1,13.32,11.2,14.8,0.4931506849315068,0.5692307692307692
22,2.0,1.2,2.7,67.2,6.7,0,6,1,8,1,13.4,9.6,16.0,0.7701149425287357,0.625
22,5.4,1.8,3.0,75.6,6.9,1,0,1,1,2,37.260000000000005,1.8,5.4,0.5609756097560975,0.75
21,2.2,1.5,1.3,89.8,6.5,0,5,1,9,2,14.3,13.5,19.8,0.7471264367816093,0.5945945945945946
23,5.0,1.8,1.6,100.0,5.7,2,6,0,7,3,28.5,12.6,35.0,0.5327102803738318,0.7352941176470589
18,4.1,1.9,0.2,84.0,4.0,1,6,2,2,2,16.4,3.8,8.2,0.4938271604938272,0.6833333333333332
18,2.5,1.8,1.2,88.3,6.9,1,1,1,6,2,17.25,10.8,15.0,0.7340425531914894,0.5813953488372093
22,6.2,3.5,2.3,94.5,8.2,1,5,2,8,3,50.839999999999996,28.0,49.6,0.5694444444444444,0.6391752577319588
21,1.7,1.2,3.2,76.9,5.8,2,4,1,5,0,9.86,6.0,8.5,0.7733333333333333,0.5862068965517241
20,4.9,2.8,0.6,88.7,7.0,1,5,1,6,3,34.300000000000004,16.799999999999997,29.400000000000002,0.5882352941176471,0.6363636363636364
18,5.0,4.0,1.4,77.6,4.6,1,6,0,10,3,23.0,40.0,50.0,0.47916666666666663,0.5555555555555556
20,2.5,1.9,1.6,93.6,7.0,2,4,2,8,2,17.5,15.2,20.0,0.7368421052631579,0.5681818181818181
23,5.6,1.6,0.3,86.5,6.0,1,5,2,6,3,33.599999999999994,9.600000000000001,33.599999999999994,0.5172413793103449,0.7777777777777778
18,3.1,2.2,2.5,88.0,5.6,2,4,2,9,2,17.36,19.8,27.900000000000002,0.6436781609195402,0.5849056603773585
18,3.9,3.9,1.0,77.2,5.6,1,4,0,9,2,21.84,35.1,35.1,0.5894736842105263,0.5
19,3.9,2.7,1.6,92.1,6.0,1,3,1,9,2,23.4,24.3,35.1,0.6060606060606061,0.5909090909090909
18,3.3,1.9,1.3,100.0,7.0,0,0,0,6,2,23.099999999999998,11.399999999999999,19.799999999999997,0.6796116504854368,0.6346153846153847
24,4.7,3.1,0.9,74.9,4.9,2,4,1,9,3,23.03,27.900000000000002,42.300000000000004,0.5104166666666666,0.6025641025641025
17,4.7,1.2,1.8,81.6,6.0,1,1,2,3,3,28.200000000000003,3.5999999999999996,14.100000000000001,0.5607476635514019,0.7966101694915254
24,0.9,3.3,1.6,87.3,6.5,0,6,2,5,0,5.8500000000000005,16.5,4.5,0.8783783783783783,0.21428571428571427
21,5.5,3.0,1.4,92.9,5.2,1,6,2,2,2,28.6,6.0,11.0,0.485981308411215,0.6470588235294118
21,1.0,2.1,1.0,79.4,8.7,1,1,1,8,1,8.7,16.8,8.0,0.8969072164948454,0.3225806451612903
20,5.0,1.5,2.2,56.7,5.5,0,2,1,4,3,27.5,6.0,20.0,0.5238095238095238,0.7692307692307693
24,5.2,1.4,3.6,98.6,5.7,2,4,1,6,3,29.64,8.399999999999999,31.200000000000003,0.5229357798165137,0.787878787878788
24,1.9,3.1,2.0,92.6,5.3,2,4,0,6,1,10.069999999999999,18.6,11.399999999999999,0.7361111111111112,0.38
24,2.9,4.0,2.9,67.6,8.7,0,4,2,5,1,25.229999999999997,20.0,14.5,0.75,0.42028985507246375
23,1.8,1.7,0.3,78.9,7.2,1,5,2,1,1,12.96,1.7,1.8,0.8,0.5142857142857143
18,3.2,3.1,2.0,100.0,5.4,2,4,1,7,2,17.28,21.7,22.400000000000002,0.6279069767441859,0.5079365079365079
17,3.0,0.0,0.6,99.5,7.8,1,4,1,10,3,23.4,0.0,30.0,0.7222222222222222,1.0
20,4.7,1.8,0.2,94.4,6.7,1,1,2,8,3,31.490000000000002,14.4,37.6,0.5877192982456141,0.7230769230769231
24,5.5,2.5,1.0,83.2,6.8,1,0,2,1,3,37.4,2.5,5.5,0.5528455284552845,0.6875
24,5.6,1.4,3.1,85.8,6.1,2,0,2,10,3,34.16,14.0,56.0,0.5213675213675214,0.7999999999999999
19,2.7,1.4,2.8,83.7,5.6,2,2,1,7,2,15.12,9.799999999999999,18.900000000000002,0.6746987951807228,0.6585365853658538
20,3.2,1.7,2.1,96.3,6.9,2,1,1,4,2,22.080000000000002,6.8,12.8,0.6831683168316831,0.6530612244897959
24,1.0,2.9,0.1,76.2,5.8,0,4,2,6,1,5.8,17.4,6.0,0.8529411764705882,0.25641025641025644
20,2.3,2.3,1.6,76.9,8.7,1,0,2,9,2,20.009999999999998,20.7,20.7,0.7909090909090909,0.5
18,4.9,0.0,2.1,95.1,5.0,2,3,1,5,3,24.5,0.0,24.5,0.5050505050505051,1.0
19,5.9,0.0,2.0,84.6,8.3,0,3,2,8,3,48.970000000000006,0.0,47.2,0.5845070422535211,1.0
20,1.6,1.8,0.0,98.8,6.4,2,3,2,5,1,10.240000000000002,9.0,8.0,0.8,0.47058823529411764
17,2.6,3.0,0.8,78.3,6.9,2,4,1,2,1,17.94,6.0,5.2,0.7263157894736842,0.46428571428571436
17,3.5,0.0,1.7,84.5,7.5,0,4,1,4,2,26.25,0.0,14.0,0.6818181818181818,1.0
21,3.9,1.9,2.4,75.8,5.7,2,2,1,2,2,22.23,3.8,7.8,0.59375,0.6724137931034483
19,2.3,1.9,0.0,85.1,7.5,1,6,0,7,2,17.25,13.299999999999999,16.099999999999998,0.7653061224489796,0.5476190476190477
19,4.1,4.2,1.6,70.2,3.3,2,2,2,7,1,13.529999999999998,29.400000000000002,28.699999999999996,0.44594594594594594,0.49397590361445776
21,2.8,2.0,2.0,80.1,5.6,1,2,1,3,1,15.679999999999998,6.0,8.399999999999999,0.6666666666666667,0.5833333333333334
20,3.5,3.0,2.7,70.6,5.4,1,5,2,7,2,18.900000000000002,21.0,24.5,0.6067415730337079,0.5384615384615384
19,4.3,2.7,2.6,91.9,5.0,2,3,2,1,1,21.5,2.7,4.3,0.5376344086021505,0.6142857142857142
17,3.5,0.0,2.4,92.2,6.2,2,4,0,1,2,21.7,0.0,3.5,0.6391752577319588,1.0
17,2.8,3.4,0.9,67.7,7.0,0,3,1,9,2,19.599999999999998,30.599999999999998,25.2,0.7142857142857142,0.4516129032258065
24,3.3,2.8,0.0,98.3,7.3,1,2,2,6,2,24.09,16.799999999999997,19.799999999999997,0.6886792452830188,0.5409836065573771
18,3.4,3.1,1.4,100.0,6.8,0,4,2,5,2,23.119999999999997,15.5,17.0,0.6666666666666667,0.5230769230769231
19,2.9,7.2,2.9,85.5,5.7,1,1,2,6,1,16.53,43.2,17.4,0.6627906976744187,0.2871287128712871
20,3.1,0.0,3.3,78.6,6.9,1,0,1,6,2,21.39,0.0,18.6,0.6900000000000001,1.0
21,5.9,4.6,2.6,100.0,6.6,1,0,1,1,2,38.94,4.6,5.9,0.528,0.5619047619047619
21,4.3,2.2,2.3,71.8,7.6,1,2,2,5,2,32.68,11.0,21.5,0.638655462184874,0.6615384615384615
20,3.1,2.8,2.2,85.2,7.4,0,6,2,9,2,22.94,25.2,27.900000000000002,0.7047619047619048,0.5254237288135593
23,4.5,2.4,1.2,86.8,6.5,0,3,1,4,2,29.25,9.6,18.0,0.5909090909090909,0.6521739130434783
22,3.0,2.0,1.7,98.5,5.4,0,1,2,3,1,16.200000000000003,6.0,9.0,0.6428571428571429,0.6
18,5.3,1.8,3.6,88.6,5.7,1,4,1,1,2,30.21,1.8,5.3,0.5181818181818182,0.7464788732394366
21,4.1,2.9,0.8,80.0,5.8,2,6,2,2,2,23.779999999999998,5.8,8.2,0.585858585858586,0.5857142857142856
19,3.3,0.7,3.6,75.5,6.1,0,3,2,3,1,20.13,2.0999999999999996,9.899999999999999,0.6489361702127661,0.825
18,4.2,3.4,1.4,81.6,6.8,2,2,1,4,2,28.56,13.6,16.8,0.6181818181818182,0.5526315789473685
19,1.1,2.0,3.3,74.9,7.4,2,3,2,7,1,8.14,14.0,7.700000000000001,0.8705882352941177,0.3548387096774194
23,1.8,1.1,0.3,85.5,6.4,2,2,1,6,1,11.520000000000001,6.6000000000000005,10.8,0.7804878048780487,0.6206896551724137
17,1.7,2.0,2.4,79.4,6.5,2,5,1,8,1,11.049999999999999,16.0,13.6,0.7926829268292683,0.45945945945945943
18,3.7,4.0,1.0,70.1,6.7,2,0,0,9,2,24.790000000000003,36.0,33.300000000000004,0.6442307692307693,0.4805194805194805
24,6.1,1.9,0.2,97.6,5.9,0,6,0,6,3,35.99,11.399999999999999,36.599999999999994,0.4916666666666667,0.7625
21,6.8,2.9,2.0,80.0,5.4,1,0,1,7,3,36.72,20.3,47.6,0.4426229508196722,0.7010309278350516
18,4.5,1.6,2.9,72.3,4.4,2,3,2,4,2,19.8,6.4,18.0,0.49438202247191015,0.7377049180327869
18,4.3,3.4,0.9,83.3,5.7,1,1,2,2,1,24.509999999999998,6.8,8.6,0.5700000000000001,0.5584415584415585
18,0.8,3.3,0.2,85.7,7.1,2,4,0,9,1,5.68,29.7,7.2,0.8987341772151899,0.19512195121951223
22,2.7,4.7,1.7,67.5,5.7,0,2,2,9,1,15.390000000000002,42.300000000000004,24.3,0.6785714285714286,0.36486486486486486
18,2.3,2.3,1.7,88.3,6.2,2,4,2,4,1,14.26,9.2,9.2,0.7294117647058824,0.5
19,2.6,3.3,2.4,74.5,7.1,1,0,2,3,1,18.46,9.899999999999999,7.800000000000001,0.731958762886598,0.4406779661016949
17,3.2,2.6,2.8,100.0,7.1,1,1,2,10,2,22.72,26.0,32.0,0.6893203883495145,0.5517241379310345
23,2.8,4.1,1.7,90.2,5.2,1,1,1,6,1,14.559999999999999,24.599999999999998,16.799999999999997,0.65,0.4057971014492754
20,0.5,1.6,3.8,81.0,7.7,2,4,1,3,0,3.85,4.800000000000001,1.5,0.9390243902439025,0.23809523809523808
18,4.6,3.4,2.0,77.5,7.9,2,0,2,1,2,36.339999999999996,3.4,4.6,0.632,0.575
21,1.9,2.3,1.4,84.0,5.1,1,4,0,4,1,9.69,9.2,7.6,0.7285714285714285,0.45238095238095244
18,3.9,2.4,0.0,91.1,5.5,2,3,0,1,1,21.45,2.4,3.9,0.5851063829787234,0.6190476190476191
21,6.6,2.6,1.5,84.7,7.9,1,1,0,2,3,52.14,5.2,13.2,0.5448275862068965,0.717391304347826
19,2.1,2.8,1.4,82.8,6.3,0,1,1,3,1,13.23,8.399999999999999,6.300000000000001,0.75,0.42857142857142855
21,0.0,2.4,2.9,85.6,3.8,0,3,1,8,0,0.0,19.2,0.0,1.0,0.0
24,3.1,2.8,2.3,79.0,4.8,0,0,1,10,2,14.879999999999999,28.0,31.0,0.6075949367088607,0.5254237288135593
20,5.2,4.4,0.5,81.6,6.2,1,1,0,4,2,32.24,17.6,20.8,0.543859649122807,0.5416666666666666
17,6.4,3.7,2.0,64.1,5.1,1,6,2,4,3,32.64,14.8,25.6,0.4434782608695652,0.6336633663366336
21,1.7,3.5,2.5,94.7,6.0,2,5,2,10,1,10.2,35.0,17.0,0.7792207792207793,0.3269230769230769
21,4.2,2.0,3.5,88.0,6.5,2,5,1,9,3,27.3,18.0,37.800000000000004,0.6074766355140188,0.6774193548387097
17,2.8,1.4,2.8,77.3,8.3,0,5,0,7,2,23.240000000000002,9.799999999999999,19.599999999999998,0.7477477477477478,0.6666666666666667
20,3.3,3.6,2.6,100.0,6.2,1,2,0,2,1,20.46,7.2,6.6,0.6526315789473685,0.47826086956521735
18,7.5,3.6,1.9,85.9,7.8,1,6,1,3,3,58.5,10.8,22.5,0.5098039215686274,0.6756756756756757
21,1.2,4.3,2.2,74.6,8.2,1,2,1,4,0,9.839999999999998,17.2,4.8,0.8723404255319149,0.21818181818181817
17,3.9,1.8,3.2,93.6,8.2,0,0,1,4,2,31.979999999999997,7.2,15.6,0.6776859504132231,0.6842105263157895
24,4.2,2.2,0.3,89.0,6.8,0,3,2,10,3,28.56,22.0,42.0,0.6181818181818182,0.65625
24,5.1,0.5,1.4,88.9,4.1,2,4,1,8,3,20.909999999999997,4.0,40.8,0.44565217391304346,0.9107142857142857
19,3.6,2.0,1.0,80.7,7.1,2,6,1,10,3,25.56,20.0,36.0,0.6635514018691588,0.6428571428571429
17,4.0,3.7,2.2,89.5,7.8,0,0,1,10,3,31.2,37.0,40.0,0.6610169491525423,0.5194805194805194
19,2.9,1.9,3.2,82.4,6.4,1,4,2,6,2,18.56,11.399999999999999,17.4,0.6881720430107526,0.6041666666666666
24,3.9,3.3,1.1,90.6,8.6,1,0,2,3,1,33.54,9.899999999999999,11.7,0.688,0.5416666666666667
20,3.0,2.3,0.0,66.0,7.5,2,2,2,9,2,22.5,20.7,27.0,0.7142857142857143,0.5660377358490566
18,4.4,2.9,1.3,80.7,7.2,1,5,2,10,3,31.680000000000003,29.0,44.0,0.6206896551724137,0.6027397260273972
17,2.9,1.1,2.8,100.0,7.8,0,3,1,8,2,22.619999999999997,8.8,23.2,0.7289719626168225,0.725
23,4.1,2.6,2.4,77.3,6.9,2,2,1,9,3,28.29,23.400000000000002,36.9,0.6272727272727273,0.6119402985074627
24,3.5,0.0,2.3,79.0,3.5,1,3,2,5,2,12.25,0.0,17.5,0.5,1.0
24,5.2,2.3,1.5,80.5,5.9,1,6,0,3,3,30.680000000000003,6.8999999999999995,15.600000000000001,0.5315315315315315,0.6933333333333334
23,3.4,0.5,0.4,72.9,7.9,1,4,2,4,2,26.86,2.0,13.6,0.6991150442477876,0.8717948717948718
22,0.8,3.9,2.4,62.9,5.5,1,0,2,5,0,4.4,19.5,4.0,0.873015873015873,0.1702127659574468
24,5.4,3.4,0.9,82.7,6.2,1,1,2,9,3,33.480000000000004,30.599999999999998,48.6,0.5344827586206896,0.6136363636363636
21,2.1,3.1,4.2,86.4,5.2,1,1,0,9,1,10.920000000000002,27.900000000000002,18.900000000000002,0.7123287671232876,0.40384615384615385
20,2.5,4.3,2.4,84.5,8.6,1,3,2,3,1,21.5,12.899999999999999,7.5,0.7747747747747747,0.36764705882352944
17,2.6,1.4,1.2,83.6,8.5,0,5,1,7,3,22.1,9.799999999999999,18.2,0.7657657657657658,0.65
23,5.6,4.6,1.1,85.4,5.4,2,5,0,6,3,30.24,27.599999999999998,33.599999999999994,0.49090909090909096,0.5490196078431373
21,0.3,3.6,1.7,95.2,6.7,0,3,1,4,0,2.01,14.4,1.2,0.9571428571428572,0.07692307692307693
23,8.2,2.2,1.5,83.1,5.7,0,2,2,5,3,46.739999999999995,11.0,41.0,0.4100719424460432,0.7884615384615385
17,5.1,3.9,3.0,79.3,7.2,2,1,1,10,3,36.72,39.0,51.0,0.5853658536585366,0.5666666666666667
19,3.8,1.2,2.0,82.2,7.1,2,2,1,2,2,26.979999999999997,2.4,7.6,0.6513761467889909,0.76
17,3.4,1.5,1.0,90.8,7.5,2,4,0,7,3,25.5,10.5,23.8,0.6880733944954128,0.693877551020408
22,3.9,1.8,3.9,99.1,6.9,1,1,2,4,2,26.91,7.2,15.6,0.6388888888888888,0.6842105263157895
17,4.3,1.9,1.9,78.7,10.0,1,4,2,2,3,43.0,3.8,8.6,0.6993006993006993,0.6935483870967742
17,4.5,1.2,2.6,86.0,5.3,2,0,2,6,2,23.849999999999998,7.199999999999999,27.0,0.5408163265306122,0.7894736842105263
22,4.3,4.0,1.1,88.4,4.4,2,2,1,2,1,18.92,8.0,8.6,0.5057471264367817,0.5180722891566264
20,3.6,2.2,2.2,75.1,6.0,1,3,1,10,2,21.6,22.0,36.0,0.625,0.6206896551724137
24,3.2,2.9,2.1,85.2,4.6,2,1,2,2,1,14.719999999999999,5.8,6.4,0.5897435897435898,0.5245901639344263
17,3.3,1.8,0.0,70.3,4.7,0,2,1,7,2,15.51,12.6,23.099999999999998,0.5875,0.6470588235294118
22,3.2,0.3,4.0,67.3,5.3,2,3,2,1,1,16.96,0.3,3.2,0.6235294117647059,0.9142857142857144
21,5.2,2.8,3.2,88.7,5.4,2,0,2,7,3,28.080000000000002,19.599999999999998,36.4,0.5094339622641509,0.65
19,4.4,0.2,1.4,81.2,5.4,2,1,1,10,3,23.760000000000005,2.0,44.0,0.5510204081632653,0.9565217391304347
19,0.0,2.4,0.6,87.0,7.1,2,4,1,5,1,0.0,12.0,0.0,1.0,0.0
17,4.5,0.9,2.2,84.8,5.9,2,0,2,1,2,26.55,0.9,4.5,0.5673076923076923,0.8333333333333333
20,3.8,4.9,1.9,75.2,6.3,0,5,1,6,2,23.939999999999998,29.400000000000002,22.799999999999997,0.6237623762376238,0.4367816091954023
20,3.5,3.6,2.2,84.5,7.6,1,3,1,7,2,26.599999999999998,25.2,24.5,0.6846846846846847,0.49295774647887325
21,2.9,2.6,2.0,72.7,5.6,0,1,2,1,1,16.24,2.6,2.9,0.6588235294117647,0.5272727272727272
17,5.2,4.0,2.4,98.9,6.2,1,1,1,9,3,32.24,36.0,46.800000000000004,0.543859649122807,0.5652173913043479
19,4.9,1.5,3.4,71.4,6.9,2,6,2,7,3,33.81,10.5,34.300000000000004,0.5847457627118644,0.765625
20,2.3,3.2,2.4,83.0,4.2,1,6,0,1,1,9.66,3.2,2.3,0.6461538461538462,0.41818181818181815
17,4.1,2.7,0.6,74.6,3.6,1,0,2,3,2,14.76,8.100000000000001,12.299999999999999,0.4675324675324676,0.6029411764705882
23,2.0,2.8,3.3,90.7,6.9,1,1,0,5,1,13.8,14.0,10.0,0.7752808988764045,0.4166666666666667
20,1.4,4.0,3.6,81.7,7.1,2,3,0,4,0,9.94,16.0,5.6,0.8352941176470587,0.25925925925925924
22,2.6,3.4,5.3,79.8,9.0,0,0,2,2,1,23.400000000000002,6.8,5.2,0.7758620689655172,0.43333333333333335
23,4.8,2.8,0.6,93.5,6.7,1,4,2,1,3,32.16,2.8,4.8,0.5826086956521739,0.631578947368421
24,4.9,0.5,2.1,85.3,7.5,0,0,1,4,3,36.75,2.0,19.6,0.6048387096774194,0.9074074074074074
20,4.3,1.3,0.0,90.2,6.3,2,0,1,7,3,27.09,9.1,30.099999999999998,0.5943396226415094,0.7678571428571429
19,4.6,2.4,2.4,75.2,6.9,0,4,2,4,3,31.74,9.6,18.4,0.6,0.6571428571428571
18,4.3,2.6,1.2,71.0,8.5,2,5,1,9,3,36.55,23.400000000000002,38.699999999999996,0.6640625,0.6231884057971014
23,2.5,1.1,3.9,86.1,4.0,1,6,2,8,1,10.0,8.8,20.0,0.6153846153846154,0.6944444444444444
24,4.1,5.4,0.9,81.8,7.0,0,3,2,8,2,28.699999999999996,43.2,32.8,0.6306306306306306,0.431578947368421
21,4.7,4.3,0.0,91.3,9.1,2,5,2,5,3,42.77,21.5,23.5,0.6594202898550724,0.5222222222222223
21,4.6,3.2,1.3,84.2,6.8,0,5,1,1,2,31.279999999999998,3.2,4.6,0.5964912280701755,0.5897435897435898
19,5.3,2.6,0.0,87.1,8.5,1,5,1,9,3,45.05,23.400000000000002,47.699999999999996,0.6159420289855072,0.670886075949367
20,4.6,2.2,2.6,68.8,5.7,0,6,2,2,2,26.22,4.4,9.2,0.5533980582524272,0.676470588235294
17,4.0,1.4,0.0,100.0,6.5,1,2,0,6,3,26.0,8.399999999999999,24.0,0.6190476190476191,0.7407407407407407
20,5.1,2.6,1.8,83.4,6.5,1,6,1,10,3,33.15,26.0,51.0,0.560344827586207,0.6623376623376623
19,3.5,2.8,0.0,92.0,3.8,1,5,0,5,1,13.299999999999999,14.0,17.5,0.5205479452054794,0.5555555555555556
21,2.2,1.0,1.4,76.6,5.1,0,2,0,10,2,11.22,10.0,22.0,0.6986301369863014,0.6875
20,3.3,2.9,3.6,88.1,5.2,1,4,1,8,2,17.16,23.2,26.4,0.611764705882353,0.5322580645161291
21,2.4,2.3,2.2,72.0,7.5,2,6,1,3,2,18.0,6.8999999999999995,7.199999999999999,0.7575757575757576,0.5106382978723405
23,2.5,0.2,0.9,89.5,7.5,2,3,2,6,3,18.75,1.2000000000000002,15.0,0.75,0.9259259259259258
24,3.3,1.5,1.8,81.4,6.9,1,5,1,6,2,22.77,9.0,19.799999999999997,0.6764705882352942,0.6875
17,2.3,2.0,1.8,85.3,7.5,1,1,1,10,2,17.25,20.0,23.0,0.7653061224489796,0.5348837209302325
23,3.0,4.8,2.3,92.0,6.3,1,4,0,3,2,18.9,14.399999999999999,9.0,0.6774193548387096,0.38461538461538464
21,0.7,3.2,0.3,72.7,7.9,1,2,2,7,1,5.53,22.400000000000002,4.8999999999999995,0.9186046511627908,0.17948717948717946
21,3.8,0.9,2.5,78.2,6.5,0,6,1,4,2,24.7,3.6,15.2,0.6310679611650485,0.8085106382978723
18,3.5,3.1,0.0,89.6,6.6,1,3,2,5,2,23.099999999999998,15.5,17.5,0.6534653465346535,0.5303030303030303
18,2.3,0.6,1.1,100.0,6.2,1,0,2,9,2,14.26,5.3999999999999995,20.7,0.7294117647058824,0.793103448275862
23,4.5,3.8,1.3,83.6,7.3,1,3,0,6,2,32.85,22.799999999999997,27.0,0.6186440677966101,0.5421686746987951
22,4.9,1.9,2.5,90.9,6.0,1,3,1,10,3,29.400000000000002,19.0,49.0,0.5504587155963303,0.7205882352941176
23,1.1,2.4,1.8,83.9,7.7,2,5,1,4,1,8.47,9.6,4.4,0.875,0.31428571428571433
18,2.4,4.1,0.3,100.0,5.1,0,5,2,8,2,12.239999999999998,32.8,19.2,0.6799999999999999,0.3692307692307692
21,2.3,1.0,0.7,67.5,5.2,2,6,2,9,2,11.959999999999999,9.0,20.7,0.6933333333333334,0.6969696969696969
19,2.1,0.8,2.0,85.9,7.3,2,6,2,10,2,15.33,8.0,21.0,0.776595744680851,0.7241379310344827
23,4.7,1.8,1.7,68.7,6.4,1,2,1,5,2,30.080000000000002,9.0,23.5,0.5765765765765766,0.7230769230769231
21,3.2,3.7,1.2,59.9,6.0,1,6,2,2,1,19.200000000000003,7.4,6.4,0.6521739130434783,0.463768115942029
19,3.1,0.7,1.3,88.0,7.6,1,2,0,6,3,23.56,4.199999999999999,18.6,0.7102803738317757,0.8157894736842106
19,0.5,0.0,2.6,86.4,5.8,0,5,0,8,1,2.9,0.0,4.0,0.9206349206349206,1.0
18,4.5,2.0,1.2,82.2,6.3,1,5,2,5,3,28.349999999999998,10.0,22.5,0.5833333333333333,0.6923076923076923
23,1.6,3.2,1.7,83.9,8.2,2,1,2,1,0,13.12,3.2,1.6,0.8367346938775511,0.3333333333333333
20,3.6,3.9,4.2,100.0,8.3,0,1,0,8,2,29.880000000000003,31.2,28.8,0.6974789915966387,0.48000000000000004
17,3.9,1.9,0.2,82.4,8.4,1,4,0,9,3,32.76,17.099999999999998,35.1,0.6829268292682926,0.6724137931034483
18,5.5,2.0,0.0,90.1,6.2,2,5,0,1,3,34.1,2.0,5.5,0.5299145299145299,0.7333333333333333
18,1.5,3.9,2.7,78.5,8.0,2,0,0,8,1,12.0,31.2,12.0,0.8421052631578947,0.27777777777777773
20,0.0,0.3,1.1,88.0,5.4,1,1,1,10,1,0.0,3.0,0.0,1.0,0.0
17,3.8,2.0,1.4,82.6,5.4,2,2,2,2,2,20.52,4.0,7.6,0.5869565217391305,0.6551724137931034
